0,00
12.276,86
0,00
2.906.667,91
0,00
80.617,24
0,00
47.472,97
0,00
1.066.176,34
0,00
2.906.667,91
0,00
3.332,80
0
3.332,80
0,00
0,00
142,00
1.180,00
0
1.180,00
0,00
2.160,00
0
2.160,00
0,00
0,00
142,00
1.180,00
0
1.180,00
0,00
3.500,00
0
3.500,00
0,00
0,00
85,00
711,41
0
711,41
0,00
0,00
258,00
2.580,00
0
2.580,00
0,00
35.424,00
0
35.424,00
0,00
0,00
1.288,00
32.200,00
0,00
0,00
1.324,00
33.100,00
0
33.100,00
0,00
0,00
1.007,00
25.170,00
0
25.170,00
0,00
0,00
1.446,00
36.160,00
0
36.160,00
0,00
0,00
1.566,00
39.145,00
0
39.145,00
0,00
38.010,00
0,00
38.010,00
0,00
38.010,00
0,00
0,00
599,00
14.970,00
0,00
14.970,00
0,00
0,00
3.870,00
32.250,00
0,00
32.250,00
0,00
0,00
572,00
14.290,00
0,00
14.290,00
0,00
0,00
1.446,00
36.145,00
0,00
36.145,00
0,00
0,00
2.503,00
20.860,00
0,00
20.860,00
0,00
7.000,00
0,00
7.000,00
0,00
7.987,50
0,00
7.987,50
0,00
1.320,00
0,00
1.320,00
0,00
1.800,00
0,00
1.800,00
0,00
5.000,00
0,00
5.000,00
0,00
2.000,00
0,00
2.000,00
0,00
1.800,00
0,00
1.800,00
0,00
0,00
1.182,00
29.550,00
0,00
29.550,00
0,00
0,00
1.468,00
36.700,00
0,00
36.700,00
0,00
6.910,00
0,00
6.910,00
0,00
6.910,00
0,00
0,00
307,00
2.560,60
0,00
2.560,60
0,00
55,40
0,00
55,40
0,00
0,00
150,00
0,00
0,00
0,00
0,00
34.559,80
0,00
0,00
1.104,00
0,00
0,00
2.000,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
22.958,00
0,00
0,00
26.539,20
36.869,70
0,00
10.000,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
51.257,26
0,00
0,00
20.700,00
0,00
0,00
0,00
0,00
54.348,60
0,00
0,00
0,00
0,00
0,00
0,00
25.652,09
0,00
0,00
0,00
0,00
0,00
168.431,75
0,00
0,00
0,00
1.800,00
0,00
0,00
0,00
0,00
0,00
0,00
103.619,14
0,00
10.000,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
150,00
0,00
0,00
552,00
0,00
0,00
0,00
0,00
0,00
8.799,80
0,00
0,00
0,00
0,00
92,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
4.140,00
0,00
2.000,00
0,00
0,00
0,00
0,00
0,00
0,00
37.579,20
0,00
0,00
29.458,06
0,00
0,00
0,00
0,00
0,00
0,00
0,00
1.500,00
0,00
0,00
0,00
4.140,00
0,00
1.800,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
276,00
0,00
3.500,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
320,00
0,00
2.075,94
0,00
1.853,69
0,00
10.849,58
0,00
0,00
15.080,20
0,00
36.869,70
0,00
0,00
3.332,80
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
3.680,00
0,00
7.000,00
0,00
0,00
34.699,00
0,00
14.371,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
162.125,35
0,00
0,00
0,00
0,00
54.348,60
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
103.619,14
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
168.431,75
0,00
7.987,50
0,00
2.253,60
0,00
1.320,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
158.684,72
0,00
28.368,00
0,00
35.232,00
0,00
0,00
0,00
0,00
10.600,00
0,00
6.702,70
0,00
0,00
0,00
4.171,20
0,00
36.884,25
0,00
68,24
0,00
0,00
2.076,00
0,00
7.000,00
0,00
8.924,00
0,00
8.799,80
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
96,00
0,00
1.185,75
0,00
1.140,30
0,00
162,00
0,00
133,50
0,00
382,50
0,00
1.068,00
0,00
382,50
0,00
710,25
0,00
299,70
0,00
360,00
0,00
278,85
0,00
1.173,00
0,00
1.171,80
0,00
601,80
0,00
94,80
0,00
101,25
0,00
242,97
0,00
90,18
0,00
486,00
0,00
28,95
0,00
43,20
0,00
1.026,00
0,00
517,50
0,00
256,50
0,00
421,20
0,00
1.155,00
0,00
207,30
0,00
64,80
0,00
1.140,75
0,00
1.258,00
0,00
150,00
0
150,00
0,00
400,00
4.600,00
0,00
5.000,00
0,00
400,00
4.600,00
0
5.000,00
0,00
600,00
6.900,00
0,00
7.500,00
0,00
680,00
7.820,00
0
8.500,00
0,00
240,00
2.760,00
0
3.000,00
0,00
920,00
10.580,00
0
11.500,00
0,00
600,00
6.900,00
0,00
7.500,00
0,00
4.500,00
0,00
4.500,00
0,00
400,00
4.600,00
0
5.000,00
0,00
765,20
8.799,80
0
9.565,00
0,00
8,00
92,00
0
100,00
0,00
400,00
4.600,00
0
5.000,00
0,00
520,00
5.980,00
0
6.500,00
0,00
8,00
92,00
0
100,00
0,00
1.800,00
0,00
200,00
2.300,00
0
2.500,00
0,00
480,00
5.520,00
0,00
200,00
2.300,00
0
2.500,00
0,00
320,00
3.680,00
0
4.000,00
0,00
600,00
6.900,00
0
7.500,00
0,00
22.960,00
0
22.960,00
0,00
1.111,50
0
1.111,50
0,00
31.200,00
0
31.200,00
0,00
19.980,00
0
19.980,00
0,00
11.426,25
0
11.426,25
0,00
7.500,00
0
7.500,00
0,00
6.891,72
0
6.891,72
0,00
4.850,00
0
4.850,00
0,00
14.115,15
0
14.115,15
0,00
27.360,00
0,00
4.652,90
0
4.652,90
0,00
5.545,00
0
5.545,00
0,00
9.200,00
0,00
252,00
0
252,00
0,00
2.182,70
0
2.182,70
0,00
2.500,00
0
2.500,00
0,00
5.000,00
0
5.000,00
0,00
200,00
2.300,00
0
2.500,00
0,00
160,00
1.840,00
0
2.000,00
0,00
192,00
2.208,00
0
2.400,00
0,00
1.050,00
0
1.050,00
0,00
1.050,00
0
1.050,00
0,00
1.985,00
0
1.985,00
0,00
1.050,00
0
1.050,00
0,00
2.500,00
0
2.500,00
0,00
1.050,00
0
1.050,00
0,00
1.800,00
0
1.800,00
0,00
1.985,00
0
1.985,00
0,00
360,00
4.140,00
0
4.500,00
0,00
3.006,00
0,00
3.006,00
0,00
3.006,00
0,00
8.099,00
0
8.099,00
0,00
400,00
0
400,00
0,00
27.590,00
0
27.590,00
39.380,00
0,00
39.380,00
0,00
0,00
1.575,00
0,00
5.400,00
0
5.400,00
0,00
482,40
0
482,40
0,00
16.200,00
0
16.200,00
0,00
4.450,00
0
4.450,00
0,00
39.060,00
0
39.060,00
0,00
29.458,06
0
